,tienda_id,empleados,publicidad,ubicacion,ventas
2661,6,7.0,1136.0,2,36869.0
2662,32,29.0,2531.0,1,50663.0
2663,29,6.0,2519.0,2,37812.0
2664,43,9.0,2269.0,2,29477.0
2665,2,12.0,5377.0,2,43928.0
2666,23,15.0,1467.0,3,29751.0
2667,19,21.0,5597.0,1,57270.0
2668,31,20.0,7011.0,1,52078.0
2670,19,10.0,4830.0,2,44876.0
2671,34,1.0,4328.0,3,6291.0
2672,10,19.0,4176.0,1,33718.0
2673,25,19.0,-110.0,1,43921.0
2674,2,23.0,2746.0,3,43636.0
2675,11,23.0,7922.0,1,38878.0
2677,31,12.0,4517.0,3,34067.0
2678,15,1.0,958.0,1,16157.0
2679,9,19.0,6186.0,3,42759.0
2682,9,16.0,2725.0,2,45012.0
2683,35,25.0,6021.0,1,48277.0
2684,21,23.0,4858.0,1,41585.0
2685,9,23.0,6729.0,2,55285.0
2686,28,28.0,7251.0,3,36809.0
2687,46,15.0,3521.0,1,23155.0
2688,7,16.0,4914.0,2,54508.0
2689,16,11.0,4393.0,2,55362.0
2690,16,24.0,2276.0,1,48373.0
2691,33,6.0,2564.0,1,14024.0
2692,4,11.0,4671.0,2,6191.0
2693,4,3.0,4885.0,1,35446.0
2694,39,15.0,4890.0,2,33026.0
2695,40,1.0,4893.0,1,693.0
2696,17,7.0,3368.0,2,30219.0
2697,37,1.0,9242.0,1,18470.0
2698,39,17.0,5463.0,1,39974.0
2699,29,9.0,3848.0,1,18028.0
2700,36,29.0,5804.0,3,57300.0
2701,38,26.0,3297.0,1,46419.0
2702,39,23.0,5053.0,2,53572.0
2703,50,13.0,5801.0,2,41353.0
2704,37,11.0,6101.0,3,19611.0
2705,35,29.0,2485.0,3,37945.0
2708,28,1.0,9065.0,1,23312.0
2709,22,7.0,4487.0,2,38080.0
2710,14,12.0,5493.0,2,39706.0
2712,37,20.0,3905.0,2,64799.0
2714,5,19.0,3232.0,3,51734.0
2716,27,4.0,4003.0,1,7552.0
2717,21,3.0,5798.0,1,29107.0
2718,38,1.0,7923.0,2,27632.0
2719,15,18.0,4733.0,1,32758.0
2720,21,27.0,6560.0,1,60635.0
2721,10,21.0,3982.0,1,37635.0
2722,23,15.0,2637.0,3,36499.0
2724,5,1.0,6495.0,1,14436.0
2726,13,14.0,6392.0,2,36881.0
2727,21,4.0,2967.0,3,28557.0
2728,26,5.0,5884.0,3,34661.0
2729,50,23.0,5434.0,1,74779.0
2730,45,13.0,6301.0,1,38544.0
2731,21,28.0,8283.0,2,57725.0
2732,18,24.0,7896.0,1,65706.0
2734,45,6.0,1009.0,1,12983.0
2735,32,1.0,5491.0,2,29240.0
2737,17,19.0,2727.0,1,39628.0
2739,49,29.0,3459.0,2,50945.0
2740,11,29.0,7670.0,1,60713.0
2741,21,6.0,4055.0,2,38898.0
2742,26,15.0,1992.0,1,33217.0
2743,4,16.0,4871.0,1,37761.0
2744,34,24.0,4994.0,2,62246.0
2745,48,23.0,2935.0,2,46356.0
2746,18,16.0,6180.0,2,26166.0
2747,40,10.0,7274.0,3,24786.0
2748,35,22.0,4289.0,1,44175.0
2749,41,9.0,1992.0,1,30793.0
2750,29,9.0,4452.0,3,46032.0
2751,29,17.0,5603.0,3,47942.0
2752,38,17.0,684.0,2,25477.0
2753,42,17.0,5963.0,1,65478.0
2754,21,24.0,4250.0,3,51040.0
2755,42,12.0,5087.0,3,24422.0
2756,13,13.0,4420.0,1,47799.0
2758,41,14.0,4778.0,1,29377.0
2760,9,23.0,4284.0,3,43600.0
2761,41,19.0,3239.0,2,66231.0
2762,1,29.0,6073.0,1,70163.0
2763,2,2.0,7473.0,1,25799.0
2764,48,4.0,3253.0,3,10832.0
2765,29,19.0,4766.0,2,61926.0
2767,10,26.0,5776.0,2,71344.0
2769,40,15.0,3842.0,3,33515.0
2770,21,24.0,4834.0,2,45309.0
2771,28,6.0,6730.0,1,34739.0
2772,11,3.0,1785.0,1,11482.0
2773,34,6.0,2416.0,2,17242.0
2774,8,16.0,6163.0,3,24293.0
2776,8,28.0,4859.0,2,56765.0
2777,49,7.0,6885.0,1,33209.0
2779,17,26.0,8430.0,2,75093.0
2780,23,7.0,6789.0,1,23102.0
2781,24,4.0,6051.0,1,28011.0
2783,19,24.0,4711.0,1,47175.0
2787,1,29.0,5527.0,1,51046.0
2788,23,12.0,4513.0,2,41485.0
2789,37,5.0,5714.0,1,16555.0
2790,8,23.0,3844.0,2,76937.0
2792,8,29.0,5461.0,1,58768.0
2793,23,26.0,5954.0,1,48905.0
2794,43,19.0,3792.0,1,50372.0
2795,1,26.0,7638.0,3,50103.0
2796,45,5.0,7624.0,2,32950.0
2797,24,27.0,1835.0,3,46235.0
2798,35,19.0,3445.0,2,40196.0
2799,24,21.0,5232.0,2,70643.0
2800,17,3.0,5741.0,2,38288.0
2801,5,27.0,9264.0,2,68000.0
2802,20,26.0,5281.0,2,62193.0
2803,21,11.0,4767.0,3,16497.0
2804,40,7.0,2723.0,1,7918.0
2805,31,29.0,1829.0,3,41153.0
2806,46,17.0,4732.0,1,50721.0
2807,36,25.0,9114.0,1,50924.0
2810,19,9.0,5904.0,2,29539.0
2811,7,10.0,988.0,2,28450.0
2812,28,13.0,5158.0,1,36092.0
2813,43,15.0,6648.0,2,31623.0
2814,5,22.0,3104.0,2,47812.0
2815,5,5.0,7737.0,3,14153.0
2816,30,29.0,6319.0,2,76760.0
2817,32,3.0,7755.0,2,33533.0
2818,8,27.0,2247.0,3,49171.0
2820,38,8.0,6844.0,1,37816.0
2821,47,20.0,2004.0,3,37108.0
2822,32,10.0,6894.0,2,30172.0
2823,48,13.0,4640.0,2,45090.0
2826,31,29.0,7821.0,3,56646.0
2827,8,22.0,2416.0,1,50100.0
2828,40,8.0,5658.0,3,24995.0
2829,25,29.0,1976.0,2,70134.0
2830,9,9.0,5839.0,3,34318.0
2833,50,12.0,3432.0,3,12874.0
2834,3,11.0,4349.0,1,34472.0
2836,36,18.0,5568.0,2,46009.0
2837,4,9.0,8864.0,3,32814.0
2838,14,2.0,6746.0,2,20703.0
2839,41,2.0,3826.0,1,22515.0
2841,25,16.0,6762.0,1,54635.0
2843,10,4.0,6404.0,3,17812.0
2844,21,23.0,2026.0,3,55168.0
2845,36,25.0,3615.0,3,33711.0
2847,27,20.0,4577.0,3,59692.0
2848,40,25.0,4052.0,2,67631.0
2849,2,18.0,4206.0,2,50532.0
2850,13,10.0,6630.0,3,23455.0
2851,32,11.0,5181.0,2,46387.0
2852,31,29.0,6600.0,1,66241.0
2853,16,17.0,8252.0,3,16970.0
2857,11,23.0,4690.0,3,36154.0
2858,10,24.0,7028.0,2,48681.0
2859,15,20.0,6639.0,3,55809.0
2860,17,16.0,3678.0,3,26069.0
2861,40,20.0,3973.0,3,36730.0
2862,18,13.0,7772.0,2,42592.0
2863,9,2.0,3901.0,3,5633.0
2864,25,24.0,4776.0,3,48990.0
2865,40,27.0,6350.0,3,47457.0
2866,14,2.0,4668.0,1,22788.0
2870,30,17.0,3828.0,2,51494.0
2871,20,13.0,6175.0,3,17686.0
2872,21,4.0,4895.0,3,21377.0
2873,44,3.0,1118.0,3,7771.0
2874,32,12.0,3058.0,1,46239.0
2875,46,22.0,5468.0,3,52364.0
2876,49,23.0,6781.0,2,59919.0
2877,21,8.0,6809.0,1,25283.0
2879,32,6.0,3617.0,2,26100.0
2881,39,10.0,4949.0,2,38307.0
2885,47,10.0,6583.0,2,34988.0
2886,18,23.0,6923.0,3,43473.0
2889,21,10.0,5728.0,1,21516.0
2890,8,29.0,3414.0,2,88619.0
2891,46,9.0,4834.0,3,16890.0
2893,46,19.0,4849.0,1,57664.0
2894,7,14.0,4657.0,3,38013.0
2895,23,2.0,3757.0,3,5939.0
2896,44,5.0,2948.0,3,9077.0
2897,32,20.0,4589.0,3,68112.0
2898,11,29.0,6188.0,3,73189.0
2899,22,29.0,1525.0,2,67754.0
2900,22,8.0,4005.0,2,31820.0
2901,43,7.0,9138.0,3,14110.0
2902,25,6.0,4614.0,3,11493.0
2904,28,12.0,8677.0,1,58070.0
2905,29,18.0,5638.0,2,50322.0
2906,13,19.0,5684.0,3,50031.0
2907,18,10.0,3179.0,1,36528.0
2909,29,29.0,4970.0,1,67466.0
2910,21,25.0,6849.0,3,58280.0
2911,15,21.0,7554.0,2,66711.0
2912,27,14.0,5060.0,3,25921.0
2913,50,3.0,5764.0,2,36282.0
2914,31,18.0,1220.0,1,49866.0
2916,23,15.0,7186.0,1,49026.0
2919,13,27.0,4652.0,1,67122.0
2921,43,7.0,4929.0,1,10602.0
2923,33,1.0,4592.0,3,5548.0
2924,3,26.0,7292.0,3,42407.0
2925,19,18.0,2003.0,3,35725.0
2926,23,26.0,395.0,1,46616.0
2927,29,15.0,4943.0,3,12192.0
2929,39,28.0,4880.0,1,64571.0
2930,44,1.0,4173.0,1,4524.0
2931,47,5.0,6210.0,2,32213.0
2932,25,15.0,2871.0,3,19624.0
2933,37,3.0,5849.0,3,5591.0
2934,47,1.0,6727.0,2,20862.0
2935,8,8.0,4588.0,2,40956.0
2936,42,12.0,5956.0,2,62876.0
2938,8,22.0,4234.0,1,54776.0
2939,1,25.0,2315.0,3,52328.0
2943,1,12.0,7428.0,3,23880.0
2945,40,28.0,1930.0,3,51911.0
2947,32,19.0,5950.0,1,36439.0
2948,42,6.0,4419.0,2,39801.0
2950,43,4.0,6494.0,2,27414.0
2952,10,25.0,4155.0,2,52418.0
2953,21,22.0,8487.0,2,54522.0
2954,46,28.0,5098.0,3,32486.0
2955,39,7.0,7153.0,1,37937.0
2956,27,23.0,5693.0,3,30168.0
2957,27,4.0,2982.0,1,16661.0
2958,2,20.0,6458.0,1,37717.0
2961,13,27.0,1692.0,3,39032.0
2962,9,21.0,5766.0,1,32741.0
2964,22,24.0,2847.0,2,63368.0
2965,42,9.0,3086.0,1,26291.0
2966,26,2.0,5795.0,2,29826.0
2967,12,27.0,2372.0,2,70502.0
2968,17,7.0,9708.0,2,39347.0
2969,14,17.0,3268.0,1,33674.0
2970,14,16.0,4002.0,1,39797.0
2971,34,17.0,3390.0,2,43147.0
2972,20,20.0,6869.0,1,56618.0
2973,11,26.0,9324.0,2,62838.0
2974,16,23.0,3593.0,2,56182.0
2975,31,2.0,6733.0,2,34752.0
2976,6,11.0,2388.0,1,51771.0
2977,19,2.0,6918.0,3,3312.0
2979,4,26.0,7904.0,1,52873.0
2980,47,2.0,5265.0,1,9729.0
2981,4,29.0,2934.0,2,72846.0
2982,20,23.0,5001.0,2,60475.0
2983,10,9.0,4378.0,3,10807.0
2984,24,22.0,4106.0,2,63779.0
2986,26,2.0,4866.0,3,3902.0
2987,37,28.0,6415.0,1,60384.0
2991,39,10.0,7642.0,1,29700.0
2992,21,29.0,3936.0,3,52774.0
2993,10,25.0,5031.0,1,43744.0
2994,38,23.0,2943.0,3,54454.0
2995,46,27.0,5959.0,2,61160.0
2996,4,17.0,5397.0,2,37522.0
2998,20,9.0,3022.0,3,30146.0
2999,17,18.0,6531.0,2,57769.0
3000,7,4.0,5204.0,3,9985.0
3001,4,9.0,7058.0,3,41878.0
3002,29,16.0,4124.0,2,46551.0
3004,3,16.0,5890.0,1,44655.0
3005,24,19.0,8049.0,2,53565.0
3006,37,1.0,4767.0,1,14573.0
3007,16,23.0,3890.0,3,51500.0
3008,4,6.0,4012.0,3,14599.0
3009,24,10.0,2783.0,1,24324.0
3010,34,16.0,3993.0,3,19659.0
3011,30,4.0,318.0,3,5959.0
3013,19,22.0,8868.0,3,39215.0
3014,31,13.0,4704.0,2,26569.0
3015,19,16.0,5876.0,1,45215.0
3018,19,6.0,7052.0,1,15386.0
3019,22,26.0,7350.0,2,64673.0
3020,24,11.0,2918.0,1,31230.0
3021,45,24.0,5659.0,1,56473.0
3022,12,29.0,4474.0,3,58248.0
3024,38,20.0,4834.0,3,56088.0
3025,31,10.0,4888.0,1,16825.0
3027,19,28.0,2429.0,2,34605.0
3029,45,20.0,5177.0,2,68630.0
3030,36,11.0,3792.0,3,18208.0
3031,30,26.0,9079.0,1,38583.0
3032,49,26.0,5673.0,2,72283.0
3033,33,12.0,6343.0,3,15095.0
3034,18,14.0,6629.0,3,37493.0
3035,49,25.0,4358.0,2,51741.0
3036,28,8.0,7483.0,3,18595.0
3037,47,11.0,7081.0,1,35357.0
3038,11,4.0,4755.0,3,18070.0
3039,45,28.0,6876.0,1,58568.0
3040,33,7.0,7479.0,3,36184.0
3041,17,10.0,6590.0,2,57415.0
3042,6,19.0,3329.0,1,59086.0
3044,20,26.0,5950.0,1,54820.0
3045,48,4.0,5504.0,2,44186.0
3046,47,2.0,3509.0,3,4290.0
3047,27,26.0,4426.0,3,43243.0
3048,15,21.0,5703.0,1,46270.0
3049,6,18.0,1981.0,2,48391.0
3050,47,14.0,5038.0,2,42166.0
3051,14,26.0,6393.0,3,39764.0
3053,39,22.0,3285.0,3,36754.0
3054,9,11.0,3636.0,3,25972.0
3055,26,10.0,7973.0,1,31308.0
3056,16,17.0,3124.0,2,54753.0
3057,5,14.0,7371.0,3,36459.0
3058,10,22.0,3757.0,3,38452.0
3059,50,4.0,7260.0,1,17658.0
3060,3,19.0,6082.0,1,42258.0
3061,13,2.0,4303.0,3,344.0
3062,43,7.0,1466.0,2,23630.0
3064,30,28.0,5363.0,3,54284.0
3065,45,19.0,5827.0,2,43501.0
3066,6,16.0,6078.0,1,37664.0
3068,45,25.0,5786.0,3,48481.0
3069,19,16.0,6485.0,1,35826.0
3070,42,18.0,6461.0,3,58119.0
3071,35,23.0,2493.0,1,52365.0
3072,46,21.0,7308.0,2,47814.0
3073,26,21.0,5857.0,2,46516.0
3074,5,11.0,6111.0,1,37766.0
3075,29,7.0,3208.0,3,26859.0
3076,37,9.0,6514.0,1,47296.0
3077,20,4.0,1552.0,3,23805.0
3078,49,25.0,3303.0,1,54913.0
3079,21,13.0,7533.0,2,59758.0
3080,10,27.0,6417.0,3,51379.0
3081,5,26.0,5583.0,2,63767.0
3082,36,25.0,6887.0,2,50882.0
3083,6,29.0,7026.0,2,84204.0
3084,26,4.0,6515.0,1,22535.0
3085,4,19.0,4565.0,3,36165.0
3086,39,2.0,3243.0,2,17654.0
3088,50,12.0,7821.0,3,39122.0
3089,35,2.0,2449.0,2,15936.0
3090,1,6.0,5981.0,1,28889.0
3092,36,5.0,7936.0,2,21386.0
3093,6,20.0,5979.0,3,46195.0
3095,46,5.0,4185.0,3,22079.0
3096,44,27.0,4988.0,1,74357.0
3097,31,4.0,7265.0,2,61428.0
3098,20,29.0,6613.0,1,71152.0
3099,24,9.0,2828.0,3,23367.0
3100,25,29.0,5557.0,2,74328.0
3101,36,22.0,6650.0,1,52660.0
3102,21,27.0,4525.0,1,77637.0
3103,30,10.0,680.0,3,21918.0
3105,44,10.0,2029.0,2,42110.0
3106,42,29.0,1713.0,1,75747.0
3108,22,29.0,10042.0,1,54814.0
3109,28,19.0,7728.0,2,47409.0
3110,7,10.0,-221.0,2,22852.0
3111,35,6.0,4653.0,1,13210.0
3113,14,5.0,2058.0,2,31344.0
3115,16,6.0,4630.0,2,39560.0
3116,16,27.0,2671.0,1,56091.0
3118,42,27.0,3782.0,3,42485.0
3119,25,15.0,5015.0,2,34241.0
3120,13,25.0,4763.0,2,68109.0
3121,6,27.0,7125.0,3,59450.0
3123,9,18.0,4310.0,3,37828.0
3124,45,29.0,3365.0,2,60029.0
3125,36,4.0,1458.0,3,21877.0
3126,43,8.0,2817.0,3,25875.0
3127,20,27.0,7716.0,3,63860.0
3128,18,16.0,6729.0,1,30970.0
3129,43,24.0,5577.0,1,43564.0
3130,21,19.0,4011.0,1,38002.0
3131,4,20.0,7482.0,2,50685.0
3132,50,3.0,2977.0,3,15566.0
3135,7,4.0,633.0,3,28944.0
3136,6,6.0,2921.0,1,32431.0
3138,18,14.0,4077.0,2,43029.0
3139,32,16.0,3023.0,2,48307.0
3140,11,27.0,9070.0,1,50193.0
3141,20,21.0,7726.0,3,44255.0
3142,24,19.0,8429.0,3,43596.0
3143,15,2.0,4801.0,2,18587.0
3145,7,17.0,8203.0,1,41220.0
3146,21,9.0,5170.0,3,12348.0
3147,42,17.0,2879.0,2,45750.0
3148,26,15.0,3017.0,2,38888.0
3149,44,7.0,4351.0,3,10577.0
3150,14,22.0,4955.0,2,72677.0
3151,37,23.0,5162.0,1,48729.0
3152,21,19.0,4632.0,1,52503.0
3153,18,3.0,9679.0,1,26357.0
3154,5,29.0,2293.0,1,60100.0
3156,23,1.0,4045.0,2,20416.0
3157,26,4.0,4922.0,3,27937.0
3158,37,28.0,6880.0,2,74046.0
3159,24,18.0,1434.0,3,31338.0
3160,49,26.0,3108.0,2,71430.0
3161,19,8.0,4732.0,3,35886.0
3162,25,19.0,7952.0,3,43522.0
3163,21,23.0,7941.0,1,66366.0
3164,12,23.0,7554.0,3,40771.0
3165,41,28.0,613.0,3,38494.0
3166,33,25.0,2900.0,3,41390.0
3167,50,6.0,2982.0,3,16798.0
3168,4,1.0,4889.0,3,25964.0
3169,42,8.0,1293.0,1,19225.0
3170,7,1.0,7195.0,3,16098.0
3172,33,11.0,7065.0,3,31826.0
3173,17,21.0,6741.0,2,51957.0
3174,24,24.0,2811.0,2,45462.0
3175,34,25.0,7523.0,1,65707.0
3176,28,15.0,4333.0,3,20441.0
3178,41,25.0,4157.0,2,61165.0
3179,39,11.0,4328.0,3,37596.0
3180,22,19.0,4512.0,1,52086.0
3181,49,29.0,4558.0,3,53629.0
3183,34,10.0,3683.0,2,52273.0
3184,6,24.0,3856.0,1,44318.0
3185,46,12.0,8345.0,1,30744.0
3186,6,1.0,3857.0,1,22077.0
3187,34,24.0,3729.0,1,65953.0
3188,1,7.0,8032.0,1,19977.0
3189,10,17.0,4355.0,1,20562.0
3191,5,29.0,2786.0,1,69372.0
3192,2,26.0,2159.0,1,52022.0
3193,22,28.0,6082.0,2,93205.0
3195,2,28.0,7692.0,1,50731.0
3196,10,6.0,4817.0,3,10295.0
3197,34,17.0,4125.0,3,34670.0
3198,16,18.0,4543.0,3,36734.0
3199,48,5.0,5926.0,1,14543.0
3200,39,18.0,4060.0,2,61481.0
3202,12,17.0,7106.0,3,25836.0
3203,24,22.0,5693.0,3,48691.0
3205,40,8.0,3584.0,2,35882.0
3206,38,24.0,1437.0,2,66022.0
3207,10,13.0,6230.0,3,39475.0
3209,49,24.0,3131.0,3,44001.0
3211,7,11.0,9875.0,1,31213.0
3212,21,6.0,5045.0,3,18267.0
3213,20,27.0,3405.0,1,68685.0
3214,26,3.0,5547.0,2,23676.0
3215,4,1.0,3357.0,2,26203.0
3216,46,18.0,6900.0,3,25190.0
3217,22,5.0,5332.0,3,20170.0
3218,15,13.0,5476.0,1,33426.0
3220,21,5.0,3761.0,2,38975.0
3221,15,26.0,3842.0,2,55216.0
3222,22,14.0,6716.0,3,45381.0
3223,28,17.0,4156.0,3,26228.0
3224,14,1.0,8207.0,1,31726.0
3227,40,7.0,1376.0,2,37703.0
3228,28,10.0,2095.0,2,33078.0
3229,26,20.0,4036.0,3,41006.0
3230,49,7.0,5809.0,1,21511.0
3231,2,24.0,7204.0,3,51240.0
3232,25,16.0,4565.0,3,35155.0
3233,3,5.0,3222.0,1,42246.0
3234,8,29.0,4718.0,3,38488.0
3235,44,28.0,5040.0,1,58041.0
3237,42,17.0,7498.0,3,37744.0
3239,6,20.0,5908.0,2,51241.0
3240,39,26.0,3292.0,2,56403.0
3243,50,26.0,4601.0,3,47463.0
3244,43,15.0,6279.0,2,49380.0
3245,19,12.0,6069.0,2,35609.0
3246,5,21.0,4841.0,2,61465.0
3247,11,10.0,5665.0,2,29945.0
3249,10,26.0,2699.0,2,65178.0
3254,36,13.0,3817.0,3,26433.0
3256,21,15.0,7196.0,3,33102.0
3257,8,1.0,4046.0,2,37277.0
3258,9,26.0,7136.0,3,52659.0
3259,47,3.0,4221.0,1,25609.0
3260,15,25.0,4863.0,1,58557.0
3261,48,10.0,5987.0,2,53860.0
3263,40,27.0,6881.0,1,50774.0
3264,18,15.0,4884.0,2,46686.0
3265,42,22.0,5206.0,1,55171.0
3266,20,27.0,1833.0,3,48650.0
3267,6,6.0,7009.0,2,34543.0
3268,12,20.0,6794.0,1,55739.0
3269,2,15.0,5566.0,3,28575.0
3270,7,24.0,6435.0,2,57305.0
3272,3,7.0,2836.0,1,46708.0
3273,45,25.0,8602.0,2,64184.0
3274,3,29.0,4484.0,3,45625.0
3275,27,29.0,6514.0,2,63041.0
3276,50,21.0,3506.0,1,40645.0
3277,43,27.0,4115.0,1,67052.0
3279,38,4.0,4685.0,3,17793.0
3280,33,22.0,6047.0,1,46918.0
3281,28,18.0,5260.0,1,28076.0
3282,1,3.0,5492.0,2,25616.0
3283,8,17.0,5424.0,1,15094.0
3284,37,18.0,1044.0,2,49586.0
3286,48,24.0,3924.0,2,50683.0
3287,43,24.0,8559.0,2,57426.0
3288,37,2.0,3454.0,2,12358.0
3289,4,13.0,4056.0,2,20581.0
3290,30,22.0,9892.0,3,30851.0
3291,6,15.0,6446.0,1,44176.0
3293,19,3.0,5352.0,1,20875.0
3296,12,5.0,3391.0,2,35603.0
3297,11,3.0,8729.0,1,16635.0
3298,46,3.0,5841.0,2,44766.0
3299,16,20.0,6055.0,1,57196.0
3300,1,23.0,6899.0,1,58950.0
3302,21,28.0,3621.0,2,55651.0
3303,30,28.0,5189.0,1,71324.0
3305,34,26.0,9188.0,3,49314.0
3306,4,20.0,429.0,1,37575.0
3307,28,4.0,3849.0,2,16863.0
3308,38,1.0,4840.0,2,32975.0
3309,31,26.0,5273.0,2,64923.0
3310,27,16.0,5233.0,3,37163.0
3311,5,8.0,4907.0,2,45228.0
3312,25,17.0,4675.0,3,41459.0
3313,3,8.0,5482.0,3,12635.0
3314,33,7.0,5923.0,2,35462.0
3315,4,25.0,8581.0,1,58492.0
3316,25,8.0,8563.0,3,28732.0
3317,20,21.0,5601.0,2,40078.0
3318,34,24.0,4009.0,3,34146.0
3319,26,27.0,4149.0,2,70392.0
3320,5,26.0,2371.0,2,67317.0
3322,28,16.0,4910.0,2,32427.0
3323,29,12.0,5874.0,3,36675.0
3324,9,19.0,5667.0,2,56796.0
3325,38,10.0,3604.0,1,17374.0
3327,6,12.0,4094.0,3,35684.0
3329,44,5.0,4838.0,3,3228.0
3331,2,9.0,2951.0,1,25764.0
3333,44,20.0,4939.0,2,58257.0
3334,44,22.0,6030.0,2,91278.0
3335,9,26.0,5078.0,3,55297.0
3336,21,14.0,4274.0,2,51014.0
3338,34,7.0,5402.0,2,50445.0
3339,22,29.0,5836.0,2,63115.0
3340,3,10.0,4340.0,3,14368.0
3341,12,29.0,2844.0,3,48660.0
3342,28,9.0,4802.0,1,31742.0
3343,30,4.0,3700.0,3,9341.0
3344,26,16.0,5575.0,1,29695.0
3345,48,10.0,7961.0,3,17391.0
3347,28,24.0,7301.0,1,57444.0
3348,26,17.0,5938.0,2,56674.0
3349,33,9.0,7205.0,3,8707.0
3350,21,13.0,4128.0,3,19496.0
3352,34,2.0,5359.0,3,8045.0
3353,41,13.0,7799.0,1,37765.0
3356,11,7.0,6174.0,2,34146.0
3357,23,16.0,3975.0,1,44259.0
3358,48,19.0,8332.0,2,45348.0
3359,22,7.0,6304.0,3,19194.0
3360,17,6.0,3561.0,1,9846.0
3361,5,18.0,3870.0,1,45873.0
3362,44,19.0,3949.0,1,34948.0
3363,11,11.0,4914.0,2,36124.0
3364,30,29.0,5608.0,3,61953.0
3366,27,29.0,2750.0,1,65433.0
3367,35,26.0,6803.0,1,72017.0
3368,33,10.0,4419.0,3,24271.0
3369,20,13.0,3144.0,2,63181.0
3373,35,20.0,5555.0,3,47847.0
3374,40,18.0,2660.0,3,29858.0
3375,28,4.0,5264.0,2,43605.0
3376,47,28.0,6995.0,2,79106.0
3381,1,28.0,2962.0,2,72775.0
3382,8,12.0,5796.0,3,15310.0
3384,3,3.0,3264.0,3,16086.0
3385,4,29.0,3474.0,2,63956.0
3386,25,8.0,8086.0,3,35455.0
3387,47,22.0,1660.0,1,39107.0
3388,38,2.0,1808.0,3,22516.0
3390,21,9.0,5209.0,3,20447.0
3391,35,13.0,4060.0,3,26873.0
3392,46,7.0,5027.0,1,19081.0
3394,36,9.0,5184.0,1,22778.0
3395,12,22.0,5419.0,2,52011.0
3396,17,15.0,7429.0,3,28752.0
3397,39,5.0,8814.0,1,38893.0
3398,9,12.0,4464.0,2,45904.0
3399,35,1.0,2453.0,2,22581.0
3400,13,12.0,5769.0,1,40265.0
3401,15,22.0,4732.0,1,45832.0
3402,18,6.0,4643.0,1,14773.0
3403,33,19.0,1777.0,2,33864.0
3404,6,19.0,5197.0,2,62545.0
3405,27,16.0,5845.0,3,11419.0
3408,34,23.0,3349.0,3,42006.0
3409,46,10.0,3973.0,3,37770.0
3410,38,27.0,6867.0,3,44552.0
3411,14,18.0,7772.0,3,45911.0
3412,36,26.0,7241.0,1,53028.0
3413,8,13.0,6295.0,3,35028.0
3414,35,26.0,4935.0,1,54647.0
3416,30,3.0,5539.0,1,21080.0
3417,14,26.0,4495.0,3,50530.0
3418,20,28.0,6778.0,2,56536.0
3419,49,23.0,1694.0,2,56611.0
3420,25,3.0,2064.0,2,32177.0
3421,40,23.0,1690.0,3,40335.0
3422,24,25.0,3395.0,1,49198.0
3423,14,27.0,7692.0,1,37824.0
3425,38,12.0,2695.0,3,11479.0
3426,23,27.0,3349.0,2,56997.0
3427,22,20.0,7215.0,1,37888.0
3429,19,25.0,7030.0,3,51543.0
3430,46,24.0,7154.0,1,58316.0
3431,3,8.0,8303.0,2,45680.0
3432,42,9.0,1407.0,2,51860.0
3433,19,14.0,2550.0,2,39985.0
3434,9,5.0,3598.0,1,12065.0
3435,28,21.0,5207.0,3,38317.0
3436,20,19.0,5200.0,3,26607.0
3437,45,21.0,5232.0,3,37233.0
3438,7,16.0,6668.0,3,18823.0
3439,14,24.0,1164.0,1,38573.0
3440,9,12.0,4719.0,2,24900.0
3441,19,21.0,5531.0,2,68009.0
3442,47,4.0,4348.0,2,30589.0
3445,36,15.0,5124.0,3,43691.0
3447,17,5.0,6901.0,2,37921.0
3448,30,14.0,5532.0,3,21461.0
3450,33,13.0,6486.0,3,29828.0
3451,25,10.0,8370.0,2,24304.0
3453,11,29.0,6028.0,2,76251.0
3454,35,4.0,3542.0,2,23931.0
3455,41,8.0,5829.0,1,19300.0
3456,14,24.0,6157.0,1,47081.0
3457,30,11.0,6555.0,2,49224.0
3459,4,18.0,6476.0,2,49927.0
3460,4,21.0,6601.0,3,41957.0
3461,28,25.0,2580.0,3,53134.0
3462,8,26.0,2597.0,3,59151.0
3464,41,16.0,3289.0,2,45806.0
3465,46,12.0,8075.0,3,41908.0
3467,41,27.0,5769.0,1,41086.0
3469,29,23.0,3571.0,2,48735.0
3470,49,26.0,7780.0,2,61067.0
3471,48,21.0,4444.0,3,43753.0
3472,30,1.0,5117.0,3,29445.0
3474,35,15.0,2327.0,3,35956.0
3475,11,6.0,7254.0,3,31141.0
3476,46,12.0,4988.0,1,46858.0
3477,50,8.0,3828.0,2,46410.0
3478,21,7.0,3861.0,1,16119.0
3479,21,2.0,6097.0,2,13370.0
3480,5,12.0,7520.0,2,37729.0
3481,48,21.0,3876.0,2,56285.0
3482,20,14.0,7191.0,1,29322.0
3483,37,16.0,4679.0,3,16492.0
3485,44,20.0,1449.0,2,81225.0
3486,33,9.0,1792.0,1,22740.0
3487,9,10.0,6640.0,1,48313.0
3489,4,12.0,5807.0,3,35571.0
3490,35,6.0,2842.0,2,29841.0
3491,17,19.0,4155.0,1,41897.0
3492,34,11.0,1655.0,3,30607.0
3494,32,21.0,4954.0,3,28521.0
3497,45,27.0,6104.0,1,56220.0
