tienda_id,empleados,publicidad,ubicacion,ventas
32,27.0,2867.0,urbana,60535.0
28,23.0,7046.0,rural,44982.0
13,3.0,4068.0,urbana,37440.0
31,20.0,7110.0,urbana,52896.0
14,13.0,2114.0,rural,17878.0
20,22.0,5340.0,suburbana,25388.0
18,3.0,2567.0,,24916.0
29,28.0,3325.0,suburbana,57047.0
6,7.0,1136.0,urbana,36869.0
32,29.0,2531.0,suburbana,50663.0
29,6.0,2519.0,urbana,37812.0
43,9.0,2269.0,urbana,29477.0
2,12.0,5377.0,urbana,43928.0
23,15.0,1467.0,rural,29751.0
19,21.0,5597.0,suburbana,57270.0
31,20.0,7011.0,suburbana,52078.0
5,,3221.0,suburbana,10811.0
19,10.0,4830.0,urbana,44876.0
34,1.0,4328.0,rural,6291.0
10,19.0,4176.0,suburbana,33718.0
25,19.0,-110.0,suburbana,43921.0
2,23.0,2746.0,rural,43636.0
11,23.0,7922.0,suburbana,38878.0
50,13.0,5647.0,rural,
31,12.0,4517.0,rural,34067.0
15,1.0,958.0,suburbana,16157.0
9,19.0,6186.0,rural,42759.0
23,,3176.0,rural,69494.0
19,,2525.0,suburbana,57979.0
9,16.0,2725.0,urbana,45012.0
35,25.0,6021.0,suburbana,48277.0
21,23.0,4858.0,suburbana,41585.0
9,23.0,6729.0,urbana,55285.0
28,28.0,7251.0,rural,36809.0
46,15.0,3521.0,suburbana,23155.0
7,16.0,4914.0,urbana,54508.0
16,11.0,4393.0,urbana,55362.0
16,24.0,2276.0,suburbana,48373.0
33,6.0,2564.0,suburbana,14024.0
4,11.0,4671.0,urbana,6191.0
4,3.0,4885.0,suburbana,35446.0
39,15.0,4890.0,urbana,33026.0
40,1.0,4893.0,suburbana,693.0
17,7.0,3368.0,urbana,30219.0
37,1.0,9242.0,suburbana,18470.0
39,17.0,5463.0,suburbana,39974.0
29,9.0,3848.0,suburbana,18028.0
36,29.0,5804.0,rural,57300.0
38,26.0,3297.0,suburbana,46419.0
39,23.0,5053.0,urbana,53572.0
50,13.0,5801.0,urbana,41353.0
37,11.0,6101.0,rural,19611.0
35,29.0,2485.0,rural,37945.0
7,,11058.0,rural,31956.0
27,6.0,7363.0,suburbana,
28,1.0,9065.0,suburbana,23312.0
22,7.0,4487.0,urbana,38080.0
14,12.0,5493.0,urbana,39706.0
7,22.0,,,44866.0
37,20.0,3905.0,urbana,64799.0
22,,6515.0,suburbana,54854.0
5,19.0,3232.0,rural,51734.0
2,,6396.0,suburbana,34843.0
27,4.0,4003.0,suburbana,7552.0
21,3.0,5798.0,suburbana,29107.0
38,1.0,7923.0,urbana,27632.0
15,18.0,4733.0,suburbana,32758.0
21,27.0,6560.0,suburbana,60635.0
10,21.0,3982.0,suburbana,37635.0
23,15.0,2637.0,rural,36499.0
39,8.0,,suburbana,33517.0
5,1.0,6495.0,suburbana,14436.0
1,20.0,,suburbana,26918.0
13,14.0,6392.0,urbana,36881.0
21,4.0,2967.0,rural,28557.0
26,5.0,5884.0,rural,34661.0
50,23.0,5434.0,suburbana,74779.0
45,13.0,6301.0,suburbana,38544.0
21,28.0,8283.0,urbana,57725.0
18,24.0,7896.0,suburbana,65706.0
37,15.0,2222.0,,41635.0
45,6.0,1009.0,suburbana,12983.0
32,1.0,5491.0,urbana,29240.0
36,,5338.0,rural,62739.0
17,19.0,2727.0,suburbana,39628.0
35,13.0,3078.0,,42132.0
49,29.0,3459.0,urbana,50945.0
11,29.0,7670.0,suburbana,60713.0
21,6.0,4055.0,urbana,38898.0
26,15.0,1992.0,suburbana,33217.0
4,16.0,4871.0,suburbana,37761.0
34,24.0,4994.0,urbana,62246.0
48,23.0,2935.0,urbana,46356.0
18,16.0,6180.0,urbana,26166.0
40,10.0,7274.0,rural,24786.0
35,22.0,4289.0,suburbana,44175.0
41,9.0,1992.0,suburbana,30793.0
29,9.0,4452.0,rural,46032.0
29,17.0,5603.0,rural,47942.0
38,17.0,684.0,urbana,25477.0
42,17.0,5963.0,suburbana,65478.0
21,24.0,4250.0,rural,51040.0
42,12.0,5087.0,rural,24422.0
13,13.0,4420.0,suburbana,47799.0
49,12.0,,suburbana,
41,14.0,4778.0,suburbana,29377.0
17,,3982.0,urbana,
9,23.0,4284.0,rural,43600.0
41,19.0,3239.0,urbana,66231.0
1,29.0,6073.0,suburbana,70163.0
2,2.0,7473.0,suburbana,25799.0
48,4.0,3253.0,rural,10832.0
29,19.0,4766.0,urbana,61926.0
33,7.0,,urbana,26766.0
10,26.0,5776.0,urbana,71344.0
50,15.0,5448.0,,29568.0
40,15.0,3842.0,rural,33515.0
21,24.0,4834.0,urbana,45309.0
28,6.0,6730.0,suburbana,34739.0
11,3.0,1785.0,suburbana,11482.0
34,6.0,2416.0,urbana,17242.0
8,16.0,6163.0,rural,24293.0
22,,5108.0,rural,9021.0
8,28.0,4859.0,urbana,56765.0
49,7.0,6885.0,suburbana,33209.0
15,11.0,6408.0,suburbana,
17,26.0,8430.0,urbana,75093.0
23,7.0,6789.0,suburbana,23102.0
24,4.0,6051.0,suburbana,28011.0
45,,4892.0,urbana,67503.0
19,24.0,4711.0,suburbana,47175.0
5,20.0,,,43588.0
32,7.0,,urbana,35534.0
44,4.0,,urbana,35422.0
1,29.0,5527.0,suburbana,51046.0
23,12.0,4513.0,urbana,41485.0
37,5.0,5714.0,suburbana,16555.0
8,23.0,3844.0,urbana,76937.0
13,29.0,3681.0,,54564.0
8,29.0,5461.0,suburbana,58768.0
23,26.0,5954.0,suburbana,48905.0
43,19.0,3792.0,suburbana,50372.0
1,26.0,7638.0,rural,50103.0
45,5.0,7624.0,urbana,32950.0
24,27.0,1835.0,rural,46235.0
35,19.0,3445.0,urbana,40196.0
24,21.0,5232.0,urbana,70643.0
17,3.0,5741.0,urbana,38288.0
5,27.0,9264.0,urbana,68000.0
20,26.0,5281.0,urbana,62193.0
21,11.0,4767.0,rural,16497.0
40,7.0,2723.0,suburbana,7918.0
31,29.0,1829.0,rural,41153.0
46,17.0,4732.0,suburbana,50721.0
36,25.0,9114.0,suburbana,50924.0
11,,4576.0,suburbana,37984.0
15,21.0,,rural,38963.0
19,9.0,5904.0,urbana,29539.0
7,10.0,988.0,urbana,28450.0
28,13.0,5158.0,suburbana,36092.0
43,15.0,6648.0,urbana,31623.0
5,22.0,3104.0,urbana,47812.0
5,5.0,7737.0,rural,14153.0
30,29.0,6319.0,urbana,76760.0
32,3.0,7755.0,urbana,33533.0
8,27.0,2247.0,rural,49171.0
10,27.0,,urbana,
38,8.0,6844.0,suburbana,37816.0
47,20.0,2004.0,rural,37108.0
32,10.0,6894.0,urbana,30172.0
48,13.0,4640.0,urbana,45090.0
28,29.0,6879.0,,45599.0
17,3.0,5434.0,suburbana,-1843.0
31,29.0,7821.0,rural,56646.0
8,22.0,2416.0,suburbana,50100.0
40,8.0,5658.0,rural,24995.0
25,29.0,1976.0,urbana,70134.0
9,9.0,5839.0,rural,34318.0
2,22.0,5655.0,rural,
15,,4429.0,suburbana,41163.0
50,12.0,3432.0,rural,12874.0
3,11.0,4349.0,suburbana,34472.0
49,,5195.0,rural,24444.0
36,18.0,5568.0,urbana,46009.0
4,9.0,8864.0,rural,32814.0
14,2.0,6746.0,urbana,20703.0
41,2.0,3826.0,suburbana,22515.0
41,3.0,,suburbana,-2912.0
25,16.0,6762.0,suburbana,54635.0
50,,3688.0,suburbana,30547.0
10,4.0,6404.0,rural,17812.0
21,23.0,2026.0,rural,55168.0
36,25.0,3615.0,rural,33711.0
12,18.0,2151.0,urbana,
27,20.0,4577.0,rural,59692.0
40,25.0,4052.0,urbana,67631.0
2,18.0,4206.0,urbana,50532.0
13,10.0,6630.0,rural,23455.0
32,11.0,5181.0,urbana,46387.0
31,29.0,6600.0,suburbana,66241.0
16,17.0,8252.0,rural,16970.0
32,26.0,9189.0,,48502.0
32,24.0,4720.0,,53928.0
34,25.0,6069.0,rural,
11,23.0,4690.0,rural,36154.0
10,24.0,7028.0,urbana,48681.0
15,20.0,6639.0,rural,55809.0
17,16.0,3678.0,rural,26069.0
40,20.0,3973.0,rural,36730.0
18,13.0,7772.0,urbana,42592.0
9,2.0,3901.0,rural,5633.0
25,24.0,4776.0,rural,48990.0
40,27.0,6350.0,rural,47457.0
14,2.0,4668.0,suburbana,22788.0
25,25.0,8067.0,,
50,14.0,7066.0,urbana,
22,4.0,3231.0,,21812.0
30,17.0,3828.0,urbana,51494.0
20,13.0,6175.0,rural,17686.0
21,4.0,4895.0,rural,21377.0
44,3.0,1118.0,rural,7771.0
32,12.0,3058.0,suburbana,46239.0
46,22.0,5468.0,rural,52364.0
49,23.0,6781.0,urbana,59919.0
21,8.0,6809.0,suburbana,25283.0
35,,8925.0,urbana,47465.0
32,6.0,3617.0,urbana,26100.0
30,,3712.0,urbana,58614.0
39,10.0,4949.0,urbana,38307.0
49,,1648.0,urbana,51267.0
12,21.0,4993.0,,53211.0
41,10.0,4608.0,urbana,
47,10.0,6583.0,urbana,34988.0
18,23.0,6923.0,rural,43473.0
21,3.0,5714.0,suburbana,
13,,5005.0,rural,
21,10.0,5728.0,suburbana,21516.0
8,29.0,3414.0,urbana,88619.0
46,9.0,4834.0,rural,16890.0
40,20.0,5033.0,suburbana,
46,19.0,4849.0,suburbana,57664.0
7,14.0,4657.0,rural,38013.0
23,2.0,3757.0,rural,5939.0
44,5.0,2948.0,rural,9077.0
32,20.0,4589.0,rural,68112.0
11,29.0,6188.0,rural,73189.0
22,29.0,1525.0,urbana,67754.0
22,8.0,4005.0,urbana,31820.0
43,7.0,9138.0,rural,14110.0
25,6.0,4614.0,rural,11493.0
22,11.0,5302.0,urbana,
28,12.0,8677.0,suburbana,58070.0
29,18.0,5638.0,urbana,50322.0
13,19.0,5684.0,rural,50031.0
18,10.0,3179.0,suburbana,36528.0
2,25.0,5625.0,rural,
29,29.0,4970.0,suburbana,67466.0
21,25.0,6849.0,rural,58280.0
15,21.0,7554.0,urbana,66711.0
27,14.0,5060.0,rural,25921.0
50,3.0,5764.0,urbana,36282.0
31,18.0,1220.0,suburbana,49866.0
15,24.0,,urbana,65979.0
23,15.0,7186.0,suburbana,49026.0
24,6.0,,rural,11977.0
44,10.0,,urbana,50248.0
13,27.0,4652.0,suburbana,67122.0
22,12.0,7462.0,suburbana,
43,7.0,4929.0,suburbana,10602.0
37,17.0,8604.0,,58739.0
33,1.0,4592.0,rural,5548.0
3,26.0,7292.0,rural,42407.0
19,18.0,2003.0,rural,35725.0
23,26.0,395.0,suburbana,46616.0
29,15.0,4943.0,rural,12192.0
30,19.0,2198.0,,49176.0
39,28.0,4880.0,suburbana,64571.0
44,1.0,4173.0,suburbana,4524.0
47,5.0,6210.0,urbana,32213.0
25,15.0,2871.0,rural,19624.0
37,3.0,5849.0,rural,5591.0
47,1.0,6727.0,urbana,20862.0
8,8.0,4588.0,urbana,40956.0
42,12.0,5956.0,urbana,62876.0
16,,3042.0,urbana,58801.0
8,22.0,4234.0,suburbana,54776.0
1,25.0,2315.0,rural,52328.0
44,19.0,,rural,19943.0
5,,7457.0,rural,34615.0
3,25.0,8320.0,,74618.0
1,12.0,7428.0,rural,23880.0
4,13.0,3673.0,,46969.0
40,28.0,1930.0,rural,51911.0
35,1.0,4151.0,rural,-11459.0
32,19.0,5950.0,suburbana,36439.0
42,6.0,4419.0,urbana,39801.0
34,8.0,,urbana,23046.0
43,4.0,6494.0,urbana,27414.0
25,5.0,1803.0,,1901.0
10,25.0,4155.0,urbana,52418.0
21,22.0,8487.0,urbana,54522.0
46,28.0,5098.0,rural,32486.0
39,7.0,7153.0,suburbana,37937.0
27,23.0,5693.0,rural,30168.0
27,4.0,2982.0,suburbana,16661.0
2,20.0,6458.0,suburbana,37717.0
41,4.0,4873.0,urbana,
48,15.0,2028.0,urbana,
13,27.0,1692.0,rural,39032.0
9,21.0,5766.0,suburbana,32741.0
36,5.0,9282.0,rural,-4155.0
22,24.0,2847.0,urbana,63368.0
42,9.0,3086.0,suburbana,26291.0
26,2.0,5795.0,urbana,29826.0
12,27.0,2372.0,urbana,70502.0
17,7.0,9708.0,urbana,39347.0
14,17.0,3268.0,suburbana,33674.0
14,16.0,4002.0,suburbana,39797.0
34,17.0,3390.0,urbana,43147.0
20,20.0,6869.0,suburbana,56618.0
11,26.0,9324.0,urbana,62838.0
16,23.0,3593.0,urbana,56182.0
31,2.0,6733.0,urbana,34752.0
6,11.0,2388.0,suburbana,51771.0
19,2.0,6918.0,rural,3312.0
37,1.0,8516.0,rural,
4,26.0,7904.0,suburbana,52873.0
47,2.0,5265.0,suburbana,9729.0
4,29.0,2934.0,urbana,72846.0
20,23.0,5001.0,urbana,60475.0
10,9.0,4378.0,rural,10807.0
24,22.0,4106.0,urbana,63779.0
35,26.0,5413.0,rural,
26,2.0,4866.0,rural,3902.0
37,28.0,6415.0,suburbana,60384.0
38,15.0,6428.0,,15695.0
21,,4874.0,suburbana,25218.0
40,,5864.0,rural,35287.0
39,10.0,7642.0,suburbana,29700.0
21,29.0,3936.0,rural,52774.0
10,25.0,5031.0,suburbana,43744.0
38,23.0,2943.0,rural,54454.0
46,27.0,5959.0,urbana,61160.0
4,17.0,5397.0,urbana,37522.0
45,28.0,5921.0,,
20,9.0,3022.0,rural,30146.0
17,18.0,6531.0,urbana,57769.0
7,4.0,5204.0,rural,9985.0
4,9.0,7058.0,rural,41878.0
29,16.0,4124.0,urbana,46551.0
14,4.0,6364.0,rural,
3,16.0,5890.0,suburbana,44655.0
24,19.0,8049.0,urbana,53565.0
37,1.0,4767.0,suburbana,14573.0
16,23.0,3890.0,rural,51500.0
4,6.0,4012.0,rural,14599.0
24,10.0,2783.0,suburbana,24324.0
34,16.0,3993.0,rural,19659.0
30,4.0,318.0,rural,5959.0
18,22.0,7737.0,suburbana,
19,22.0,8868.0,rural,39215.0
31,13.0,4704.0,urbana,26569.0
19,16.0,5876.0,suburbana,45215.0
49,,5328.0,suburbana,51187.0
46,,2373.0,suburbana,62398.0
19,6.0,7052.0,suburbana,15386.0
22,26.0,7350.0,urbana,64673.0
24,11.0,2918.0,suburbana,31230.0
45,24.0,5659.0,suburbana,56473.0
12,29.0,4474.0,rural,58248.0
30,3.0,7379.0,,6275.0
38,20.0,4834.0,rural,56088.0
31,10.0,4888.0,suburbana,16825.0
36,29.0,,suburbana,44101.0
19,28.0,2429.0,urbana,34605.0
48,1.0,5496.0,,17882.0
45,20.0,5177.0,urbana,68630.0
36,11.0,3792.0,rural,18208.0
30,26.0,9079.0,suburbana,38583.0
49,26.0,5673.0,urbana,72283.0
33,12.0,6343.0,rural,15095.0
18,14.0,6629.0,rural,37493.0
49,25.0,4358.0,urbana,51741.0
28,8.0,7483.0,rural,18595.0
47,11.0,7081.0,suburbana,35357.0
11,4.0,4755.0,rural,18070.0
45,28.0,6876.0,suburbana,58568.0
33,7.0,7479.0,rural,36184.0
17,10.0,6590.0,urbana,57415.0
6,19.0,3329.0,suburbana,59086.0
4,25.0,4815.0,,44591.0
20,26.0,5950.0,suburbana,54820.0
48,4.0,5504.0,urbana,44186.0
47,2.0,3509.0,rural,4290.0
27,26.0,4426.0,rural,43243.0
15,21.0,5703.0,suburbana,46270.0
6,18.0,1981.0,urbana,48391.0
47,14.0,5038.0,urbana,42166.0
14,26.0,6393.0,rural,39764.0
11,16.0,5565.0,suburbana,
39,22.0,3285.0,rural,36754.0
9,11.0,3636.0,rural,25972.0
26,10.0,7973.0,suburbana,31308.0
16,17.0,3124.0,urbana,54753.0
5,14.0,7371.0,rural,36459.0
10,22.0,3757.0,rural,38452.0
50,4.0,7260.0,suburbana,17658.0
3,19.0,6082.0,suburbana,42258.0
13,2.0,4303.0,rural,344.0
43,7.0,1466.0,urbana,23630.0
49,9.0,5797.0,,33442.0
30,28.0,5363.0,rural,54284.0
45,19.0,5827.0,urbana,43501.0
6,16.0,6078.0,suburbana,37664.0
17,,2371.0,suburbana,29265.0
45,25.0,5786.0,rural,48481.0
19,16.0,6485.0,suburbana,35826.0
42,18.0,6461.0,rural,58119.0
35,23.0,2493.0,suburbana,52365.0
46,21.0,7308.0,urbana,47814.0
26,21.0,5857.0,urbana,46516.0
5,11.0,6111.0,suburbana,37766.0
29,7.0,3208.0,rural,26859.0
37,9.0,6514.0,suburbana,47296.0
20,4.0,1552.0,rural,23805.0
49,25.0,3303.0,suburbana,54913.0
21,13.0,7533.0,urbana,59758.0
10,27.0,6417.0,rural,51379.0
5,26.0,5583.0,urbana,63767.0
36,25.0,6887.0,urbana,50882.0
6,29.0,7026.0,urbana,84204.0
26,4.0,6515.0,suburbana,22535.0
4,19.0,4565.0,rural,36165.0
39,2.0,3243.0,urbana,17654.0
39,9.0,3673.0,,33692.0
50,12.0,7821.0,rural,39122.0
35,2.0,2449.0,urbana,15936.0
1,6.0,5981.0,suburbana,28889.0
24,5.0,5984.0,,40247.0
36,5.0,7936.0,urbana,21386.0
6,20.0,5979.0,rural,46195.0
41,22.0,,suburbana,50732.0
46,5.0,4185.0,rural,22079.0
44,27.0,4988.0,suburbana,74357.0
31,4.0,7265.0,urbana,61428.0
20,29.0,6613.0,suburbana,71152.0
24,9.0,2828.0,rural,23367.0
25,29.0,5557.0,urbana,74328.0
36,22.0,6650.0,suburbana,52660.0
21,27.0,4525.0,suburbana,77637.0
30,10.0,680.0,rural,21918.0
24,,4607.0,suburbana,33542.0
44,10.0,2029.0,urbana,42110.0
42,29.0,1713.0,suburbana,75747.0
30,10.0,,rural,16017.0
22,29.0,10042.0,suburbana,54814.0
28,19.0,7728.0,urbana,47409.0
7,10.0,-221.0,urbana,22852.0
35,6.0,4653.0,suburbana,13210.0
28,,3820.0,suburbana,47959.0
14,5.0,2058.0,urbana,31344.0
10,,5929.0,rural,35804.0
16,6.0,4630.0,urbana,39560.0
16,27.0,2671.0,suburbana,56091.0
31,24.0,887.0,suburbana,
42,27.0,3782.0,rural,42485.0
25,15.0,5015.0,urbana,34241.0
13,25.0,4763.0,urbana,68109.0
6,27.0,7125.0,rural,59450.0
44,,5675.0,urbana,41995.0
9,18.0,4310.0,rural,37828.0
45,29.0,3365.0,urbana,60029.0
36,4.0,1458.0,rural,21877.0
43,8.0,2817.0,rural,25875.0
20,27.0,7716.0,rural,63860.0
18,16.0,6729.0,suburbana,30970.0
43,24.0,5577.0,suburbana,43564.0
21,19.0,4011.0,suburbana,38002.0
4,20.0,7482.0,urbana,50685.0
50,3.0,2977.0,rural,15566.0
33,10.0,,urbana,
27,2.0,4813.0,urbana,
7,4.0,633.0,rural,28944.0
6,6.0,2921.0,suburbana,32431.0
15,,4527.0,urbana,45122.0
18,14.0,4077.0,urbana,43029.0
32,16.0,3023.0,urbana,48307.0
11,27.0,9070.0,suburbana,50193.0
20,21.0,7726.0,rural,44255.0
24,19.0,8429.0,rural,43596.0
15,2.0,4801.0,urbana,18587.0
48,25.0,,rural,61931.0
7,17.0,8203.0,suburbana,41220.0
21,9.0,5170.0,rural,12348.0
42,17.0,2879.0,urbana,45750.0
26,15.0,3017.0,urbana,38888.0
44,7.0,4351.0,rural,10577.0
14,22.0,4955.0,urbana,72677.0
37,23.0,5162.0,suburbana,48729.0
21,19.0,4632.0,suburbana,52503.0
18,3.0,9679.0,suburbana,26357.0
5,29.0,2293.0,suburbana,60100.0
3,27.0,6345.0,,65439.0
23,1.0,4045.0,urbana,20416.0
26,4.0,4922.0,rural,27937.0
37,28.0,6880.0,urbana,74046.0
24,18.0,1434.0,rural,31338.0
49,26.0,3108.0,urbana,71430.0
19,8.0,4732.0,rural,35886.0
25,19.0,7952.0,rural,43522.0
21,23.0,7941.0,suburbana,66366.0
12,23.0,7554.0,rural,40771.0
41,28.0,613.0,rural,38494.0
33,25.0,2900.0,rural,41390.0
50,6.0,2982.0,rural,16798.0
4,1.0,4889.0,rural,25964.0
42,8.0,1293.0,suburbana,19225.0
7,1.0,7195.0,rural,16098.0
22,,1011.0,,45318.0
33,11.0,7065.0,rural,31826.0
17,21.0,6741.0,urbana,51957.0
24,24.0,2811.0,urbana,45462.0
34,25.0,7523.0,suburbana,65707.0
28,15.0,4333.0,rural,20441.0
43,,3814.0,rural,38764.0
41,25.0,4157.0,urbana,61165.0
39,11.0,4328.0,rural,37596.0
22,19.0,4512.0,suburbana,52086.0
49,29.0,4558.0,rural,53629.0
17,21.0,3219.0,suburbana,
34,10.0,3683.0,urbana,52273.0
6,24.0,3856.0,suburbana,44318.0
46,12.0,8345.0,suburbana,30744.0
6,1.0,3857.0,suburbana,22077.0
34,24.0,3729.0,suburbana,65953.0
1,7.0,8032.0,suburbana,19977.0
10,17.0,4355.0,suburbana,20562.0
21,29.0,3219.0,suburbana,
5,29.0,2786.0,suburbana,69372.0
2,26.0,2159.0,suburbana,52022.0
22,28.0,6082.0,urbana,93205.0
48,,1391.0,suburbana,17741.0
2,28.0,7692.0,suburbana,50731.0
10,6.0,4817.0,rural,10295.0
34,17.0,4125.0,rural,34670.0
16,18.0,4543.0,rural,36734.0
48,5.0,5926.0,suburbana,14543.0
39,18.0,4060.0,urbana,61481.0
22,26.0,,urbana,65370.0
12,17.0,7106.0,rural,25836.0
24,22.0,5693.0,rural,48691.0
47,16.0,2500.0,,31796.0
40,8.0,3584.0,urbana,35882.0
38,24.0,1437.0,urbana,66022.0
10,13.0,6230.0,rural,39475.0
35,29.0,6443.0,urbana,
49,24.0,3131.0,rural,44001.0
32,,9609.0,rural,26939.0
7,11.0,9875.0,suburbana,31213.0
21,6.0,5045.0,rural,18267.0
20,27.0,3405.0,suburbana,68685.0
26,3.0,5547.0,urbana,23676.0
4,1.0,3357.0,urbana,26203.0
46,18.0,6900.0,rural,25190.0
22,5.0,5332.0,rural,20170.0
15,13.0,5476.0,suburbana,33426.0
40,10.0,,suburbana,30522.0
21,5.0,3761.0,urbana,38975.0
15,26.0,3842.0,urbana,55216.0
22,14.0,6716.0,rural,45381.0
28,17.0,4156.0,rural,26228.0
14,1.0,8207.0,suburbana,31726.0
27,,7000.0,rural,32138.0
41,2.0,,suburbana,19464.0
40,7.0,1376.0,urbana,37703.0
28,10.0,2095.0,urbana,33078.0
26,20.0,4036.0,rural,41006.0
49,7.0,5809.0,suburbana,21511.0
2,24.0,7204.0,rural,51240.0
25,16.0,4565.0,rural,35155.0
3,5.0,3222.0,suburbana,42246.0
8,29.0,4718.0,rural,38488.0
44,28.0,5040.0,suburbana,58041.0
33,12.0,,suburbana,29879.0
42,17.0,7498.0,rural,37744.0
35,16.0,,suburbana,35038.0
6,20.0,5908.0,urbana,51241.0
39,26.0,3292.0,urbana,56403.0
23,16.0,3348.0,urbana,
25,19.0,7077.0,,50430.0
50,26.0,4601.0,rural,47463.0
43,15.0,6279.0,urbana,49380.0
19,12.0,6069.0,urbana,35609.0
5,21.0,4841.0,urbana,61465.0
11,10.0,5665.0,urbana,29945.0
12,29.0,5407.0,rural,
10,26.0,2699.0,urbana,65178.0
8,,5974.0,suburbana,56949.0
24,22.0,3588.0,,34921.0
28,2.0,2861.0,rural,
41,7.0,,rural,10543.0
36,13.0,3817.0,rural,26433.0
37,,7221.0,urbana,38165.0
21,15.0,7196.0,rural,33102.0
8,1.0,4046.0,urbana,37277.0
9,26.0,7136.0,rural,52659.0
47,3.0,4221.0,suburbana,25609.0
15,25.0,4863.0,suburbana,58557.0
48,10.0,5987.0,urbana,53860.0
46,27.0,9078.0,rural,
40,27.0,6881.0,suburbana,50774.0
18,15.0,4884.0,urbana,46686.0
42,22.0,5206.0,suburbana,55171.0
20,27.0,1833.0,rural,48650.0
6,6.0,7009.0,urbana,34543.0
12,20.0,6794.0,suburbana,55739.0
2,15.0,5566.0,rural,28575.0
7,24.0,6435.0,urbana,57305.0
16,21.0,949.0,suburbana,
3,7.0,2836.0,suburbana,46708.0
45,25.0,8602.0,urbana,64184.0
3,29.0,4484.0,rural,45625.0
27,29.0,6514.0,urbana,63041.0
50,21.0,3506.0,suburbana,40645.0
43,27.0,4115.0,suburbana,67052.0
40,,8709.0,suburbana,20806.0
38,4.0,4685.0,rural,17793.0
33,22.0,6047.0,suburbana,46918.0
28,18.0,5260.0,suburbana,28076.0
1,3.0,5492.0,urbana,25616.0
8,17.0,5424.0,suburbana,15094.0
37,18.0,1044.0,urbana,49586.0
32,18.0,5954.0,suburbana,
48,24.0,3924.0,urbana,50683.0
43,24.0,8559.0,urbana,57426.0
37,2.0,3454.0,urbana,12358.0
4,13.0,4056.0,urbana,20581.0
30,22.0,9892.0,rural,30851.0
6,15.0,6446.0,suburbana,44176.0
46,,3033.0,rural,11783.0
19,3.0,5352.0,suburbana,20875.0
32,5.0,2559.0,urbana,
9,5.0,5515.0,,31899.0
12,5.0,3391.0,urbana,35603.0
11,3.0,8729.0,suburbana,16635.0
46,3.0,5841.0,urbana,44766.0
16,20.0,6055.0,suburbana,57196.0
1,23.0,6899.0,suburbana,58950.0
45,28.0,,suburbana,57649.0
21,28.0,3621.0,urbana,55651.0
30,28.0,5189.0,suburbana,71324.0
13,18.0,,urbana,58992.0
34,26.0,9188.0,rural,49314.0
4,20.0,429.0,suburbana,37575.0
28,4.0,3849.0,urbana,16863.0
38,1.0,4840.0,urbana,32975.0
31,26.0,5273.0,urbana,64923.0
27,16.0,5233.0,rural,37163.0
5,8.0,4907.0,urbana,45228.0
25,17.0,4675.0,rural,41459.0
3,8.0,5482.0,rural,12635.0
33,7.0,5923.0,urbana,35462.0
4,25.0,8581.0,suburbana,58492.0
25,8.0,8563.0,rural,28732.0
20,21.0,5601.0,urbana,40078.0
34,24.0,4009.0,rural,34146.0
26,27.0,4149.0,urbana,70392.0
5,26.0,2371.0,urbana,67317.0
35,12.0,6906.0,rural,
28,16.0,4910.0,urbana,32427.0
29,12.0,5874.0,rural,36675.0
9,19.0,5667.0,urbana,56796.0
38,10.0,3604.0,suburbana,17374.0
50,7.0,,suburbana,5510.0
6,12.0,4094.0,rural,35684.0
19,20.0,5971.0,,29941.0
44,5.0,4838.0,rural,3228.0
11,,1469.0,rural,34710.0
2,9.0,2951.0,suburbana,25764.0
47,,4465.0,rural,24818.0
44,20.0,4939.0,urbana,58257.0
44,22.0,6030.0,urbana,91278.0
9,26.0,5078.0,rural,55297.0
21,14.0,4274.0,urbana,51014.0
24,11.0,4205.0,rural,
34,7.0,5402.0,urbana,50445.0
22,29.0,5836.0,urbana,63115.0
3,10.0,4340.0,rural,14368.0
12,29.0,2844.0,rural,48660.0
28,9.0,4802.0,suburbana,31742.0
30,4.0,3700.0,rural,9341.0
26,16.0,5575.0,suburbana,29695.0
48,10.0,7961.0,rural,17391.0
21,,2296.0,urbana,52393.0
28,24.0,7301.0,suburbana,57444.0
26,17.0,5938.0,urbana,56674.0
33,9.0,7205.0,rural,8707.0
21,13.0,4128.0,rural,19496.0
35,1.0,2107.0,rural,
34,2.0,5359.0,rural,8045.0
41,13.0,7799.0,suburbana,37765.0
47,24.0,2878.0,,74565.0
18,9.0,3179.0,rural,-1502.0
11,7.0,6174.0,urbana,34146.0
23,16.0,3975.0,suburbana,44259.0
48,19.0,8332.0,urbana,45348.0
22,7.0,6304.0,rural,19194.0
17,6.0,3561.0,suburbana,9846.0
5,18.0,3870.0,suburbana,45873.0
44,19.0,3949.0,suburbana,34948.0
11,11.0,4914.0,urbana,36124.0
30,29.0,5608.0,rural,61953.0
15,12.0,5462.0,,32930.0
27,29.0,2750.0,suburbana,65433.0
35,26.0,6803.0,suburbana,72017.0
33,10.0,4419.0,rural,24271.0
20,13.0,3144.0,urbana,63181.0
16,,4073.0,suburbana,33195.0
34,21.0,7028.0,,70298.0
2,10.0,,urbana,
35,20.0,5555.0,rural,47847.0
40,18.0,2660.0,rural,29858.0
28,4.0,5264.0,urbana,43605.0
47,28.0,6995.0,urbana,79106.0
39,24.0,1394.0,rural,
6,5.0,4222.0,suburbana,
